x, y
0.03067484662576687, 449.33184855233856
0.06134969325153374, 448.66369710467706
0.08895705521472393, 447.6614699331849
0.12576687116564417, 446.65924276169267
0.17177914110429449, 445.65701559020044
0.2147239263803681, 444.3207126948775
0.24846625766871167, 442.98440979955456
0.294478527607362, 441.98218262806233
0.34355828220858897, 439.97772828507794
0.3895705521472393, 438.9755011135858
0.44171779141104295, 436.97104677060133
0.5, 435.6347438752784
0.5552147239263804, 433.2962138084632
0.6196319018404908, 430.9576837416481
0.6932515337423313, 428.619153674833
0.7576687116564418, 426.61469933184856
0.8190184049079755, 423.94209354120267
0.8987730061349694, 419.5991091314031
0.9263803680981595, 416.5924276169265
0.941717791411043, 411.5812917594655
0.9478527607361963, 406.9042316258352
0.9509202453987731, 401.55902004454344
0.9570552147239264, 396.21380846325167
0.9601226993865031, 390.53452115812917
0.9631901840490797, 385.52338530066817
0.9631901840490797, 381.1804008908686
0.9662576687116564, 375.1670378619154
0.9693251533742332, 368.48552338530067
0.9723926380368099, 363.47438752783967
0.9723926380368099, 358.1291759465479
0.9723926380368099, 352.4498886414254
0.9785276073619632, 346.10244988864144
0.9815950920245399, 339.75501113585744
0.9815950920245399, 332.4053452115813
0.9877300613496933, 323.0512249443207
0.9969325153374233, 315.70155902004456
1.0061349693251533, 309.02004454342983
1.0245398773006136, 303.0066815144766
1.0736196319018405, 299.6659242761693
1.1257668711656441, 299.6659242761693
1.187116564417178, 299.6659242761693
1.2515337423312884, 299.6659242761693
1.312883435582822, 299.33184855233856
1.3803680981595092, 299.33184855233856
1.4447852760736197, 299.6659242761693
1.5061349693251533, 299.6659242761693
1.5644171779141105, 299.6659242761693
1.6226993865030674, 300
1.687116564417178, 299.6659242761693
1.7392638036809815, 299.6659242761693
1.7883435582822087, 299.33184855233856
1.843558282208589, 299.6659242761693
1.8957055214723926, 299.6659242761693
1.941717791411043, 299.6659242761693
1.969325153374233, 299.6659242761693
